X Z V VxVz
51 -30 1.97 1.112084034
51 -29 1.95 1.108295823
51 -28 1.9 1.104257999
51 -27 1.86 1.100142208
51 -26 1.83 1.096083997
51 -25 1.8 1.09219181
51 -24 1.78 1.088578297
51 -23 1.775 1.085316607
51 -22 1.775 1.08247695
51 -21 1.76 1.080085794
51 -20 1.71 1.07812645
51 -19 1.65 1.076554244
51 -18 1.595 1.075319256
51 -17 1.555 1.074382197
51 -16 1.525 1.073714135
51 -15 1.505 1.073285852
51 -14 1.48399419 1.073053347
51 -13 1.4561503 1.072948089
51 -12 1.442489808 1.072880879
51 -11 1.432036592 1.072409304
51 -10 1.42332894 1.072024023
51 -9 1.4227041 1.071670379
51 -8 1.410331535 1.071303929
51 -7 1.391064202 1.070905863
51 -6 1.377052791 1.070454654
51 -5 1.367288987 1.069999013
51 -4 1.361276741 1.069666291
51 -3 1.358647253 1.069614444
51 -2 1.355507645 1.06994781
51 -1 1.352568571 1.070604201
51 0 1.349620499 1.071318228
52 -200 2.37 1.08
52 -199 2.37 1.08
52 -198 2.37 1.08
52 -197 2.37 1.08
52 -196 2.37 1.08
52 -195 2.37 1.08
52 -194 2.37 1.08
52 -193 2.37 1.08
52 -192 2.37 1.08
52 -191 2.37 1.08
52 -190 2.37 1.08
52 -189 2.37 1.08
52 -188 2.37 1.08
52 -187 2.37 1.08
52 -186 2.37 1.08
52 -185 2.37 1.08
52 -184 2.37 1.08
52 -183 2.37 1.08
52 -182 2.37 1.08
52 -181 2.37 1.08
52 -180 2.37 1.08
52 -179 2.37 1.08
52 -178 2.37 1.08
52 -177 2.37 1.08
52 -176 2.37 1.08
52 -175 2.37 1.08
52 -174 2.37 1.08
52 -173 2.369999999 1.080000001
52 -172 2.369999991 1.080000009
52 -171 2.369999947 1.080000073
52 -170 2.369999721 1.080000431
52 -169 2.369998737 1.080001976
52 -168 2.369995028 1.080007599
52 -167 2.369982793 1.080025144
52 -166 2.369947274 1.080074132
52 -165 2.369856161 1.080187556
52 -164 2.369648795 1.080417496
52 -163 2.369229889 1.080843714
52 -162 2.368484068 1.081515128
52 -161 2.367325372 1.082454059
52 -160 2.365782922 1.083634712
52 -159 2.364088932 1.084995156
52 -158 2.362706353 1.086448172
52 -157 2.362209874 1.087914035
52 -156 2.363038919 1.089362627
52 -155 2.36529351 1.090809113
52 -154 2.368785308 1.092302227
52 -153 2.373396269 1.093880391
52 -152 2.379643769 1.095549812
52 -151 2.389018109 1.09725768
52 -150 2.403603273 1.098916825
52 -149 2.425293678 1.100495959
52 -148 2.454430265 1.102048941
52 -147 2.488097112 1.103693659
52 -146 2.518462747 1.105572246
52 -145 2.537803747 1.107706751
52 -144 2.545668922 1.11001826
52 -143 2.546865954 1.112278389
52 -142 2.545261333 1.114344154
52 -141 2.540238348 1.116007795
52 -140 2.528607095 1.117280625
52 -139 2.511165852 1.118227255
52 -138 2.493597012 1.118950095
52 -137 2.479253967 1.119587079
52 -136 2.466998867 1.120042984
52 -135 2.453718283 1.120626055
52 -134 2.438176373 1.121555307
52 -133 2.420391072 1.122442121
52 -132 2.411273856 1.123169152
52 -131 2.431184202 1.123848273
52 -130 2.471506594 1.124735932
52 -129 2.512039569 1.125906875
52 -128 2.539314083 1.127366015
52 -127 2.544790782 1.128976147
52 -126 2.541310273 1.131010639
52 -125 2.552276829 1.133346394
52 -124 2.583820504 1.135489379
52 -123 2.611713227 1.136489477
52 -122 2.60879415 1.135981304
52 -121 2.569379534 1.13431816
52 -120 2.530828951 1.132638613
52 -119 2.510267803 1.131841465
52 -118 2.530147772 1.132368766
52 -117 2.56 1.134050473
52 -116 2.58 1.13653452
52 -115 2.6 1.139416026
52 -114 2.6 1.142398752
52 -113 2.57 1.145405024
52 -112 2.53 1.148606246
52 -111 2.49 1.152274036
52 -110 2.51 1.156463223
52 -109 2.56 1.160700055
52 -108 2.61 1.164148133
52 -107 2.59 1.166310742
52 -106 2.5 1.167596914
52 -105 2.41 1.169058018
52 -104 2.39 1.171446345
52 -103 2.44 1.174590728
52 -102 2.48 1.177703454
52 -101 2.44 1.180185685
52 -100 2.38 1.182009122
52 -99 2.37 1.183401797
52 -98 2.39 1.184347286
52 -97 2.36 1.184716515
52 -96 2.29 1.184811983
52 -95 2.28 1.185630166
52 -94 2.33 1.1877981
52 -93 2.4 1.191029551
52 -92 2.42 1.19478683
52 -91 2.41 1.198266656
52 -90 2.4 1.200567717
52 -89 2.37 1.201031244
52 -88 2.29 1.199718672
52 -87 2.16 1.197598494
52 -86 2.07 1.196162455
52 -85 2.04 1.196609768
52 -84 2.09 1.199138001
52 -83 2.17 1.202856856
52 -82 2.24 1.206377119
52 -81 2.23 1.208632207
52 -80 2.15 1.209347766
52 -79 2.12 1.208874024
52 -78 2.15 1.207619066
52 -77 2.14 1.205615599
52 -76 2.1 1.202524842
52 -75 2.1 1.19792114
52 -74 2.12 1.191572208
52 -73 2.08 1.183661152
52 -72 1.98 1.174962747
52 -71 1.91 1.166850541
52 -70 1.88 1.1615655
52 -69 1.9 1.159444059
52 -68 1.94 1.159914799
52 -67 1.99 1.161780482
52 -66 2.05 1.163732704
52 -65 2.07 1.164656907
52 -64 2.06 1.164071349
52 -63 2.04 1.162056396
52 -62 2 1.159137242
52 -61 1.94 1.155954361
52 -60 1.91 1.153253068
52 -59 1.92 1.151708136
52 -58 1.94 1.151737959
52 -57 1.97 1.153078655
52 -56 2 1.154862789
52 -55 2.02 1.1559141
52 -54 2 1.155664512
52 -53 1.97 1.154443827
52 -52 1.93 1.153340378
52 -51 1.93 1.153206123
52 -50 1.97 1.154052118
52 -49 2.02 1.155058078
52 -48 2.04 1.155312344
52 -47 2.01 1.154511752
52 -46 1.97 1.152979726
52 -45 1.96 1.151139237
52 -44 1.97 1.14899147
52 -43 1.97 1.146293828
52 -42 1.94 1.143101228
52 -41 1.91 1.139964675
52 -40 1.93 1.137442578
52 -39 1.98 1.135527481
52 -38 2.02 1.133742576
52 -37 2.02 1.131651935
52 -36 2 1.12928322
52 -35 2 1.126789609
52 -34 1.99 1.12428772
52 -33 1.98 1.121612394
52 -32 1.96 1.118732987
52 -31 1.96 1.115583887
52 -30 1.97 1.112205048
52 -29 1.95 1.108535333
52 -28 1.9 1.104614931
52 -27 1.86 1.10063151
52 -26 1.83 1.096687343
52 -25 1.8 1.092885678
52 -24 1.78 1.089321909
52 -23 1.77 1.086100213
52 -22 1.77 1.083297327
52 -21 1.75 1.080944966
52 -20 1.7 1.079029154
52 -19 1.64 1.077507433
52 -18 1.59 1.076328409
52 -17 1.55 1.075444168
52 -16 1.52 1.074812489
52 -15 1.5 1.07439054
52 -14 1.48 1.074126287
52 -13 1.448779969 1.073954384
52 -12 1.438009445 1.073802229
52 -11 1.424974721 1.07353469
52 -10 1.417080876 1.072951838
52 -9 1.416749968 1.072492825
52 -8 1.40275497 1.072035002
52 -7 1.376976626 1.071534466
52 -6 1.369038883 1.070968024
52 -5 1.363668479 1.07040667
52 -4 1.360074741 1.069990182
52 -3 1.357245845 1.069872375
52 -2 1.354923422 1.070162363
52 -1 1.351997857 1.070817968
52 0 1.348572189 1.071574621
53 -200 2.37 1.08
53 -199 2.37 1.08
53 -198 2.37 1.08
53 -197 2.37 1.08
53 -196 2.37 1.08
53 -195 2.37 1.08
53 -194 2.37 1.08
53 -193 2.37 1.08
53 -192 2.37 1.08
53 -191 2.37 1.08
53 -190 2.37 1.08
53 -189 2.37 1.08
53 -188 2.37 1.08
53 -187 2.37 1.08
53 -186 2.37 1.08
53 -185 2.37 1.08
53 -184 2.37 1.08
53 -183 2.37 1.08
53 -182 2.37 1.08
53 -181 2.37 1.08
53 -180 2.37 1.08
53 -179 2.37 1.08
53 -178 2.37 1.08
53 -177 2.37 1.08
53 -176 2.37 1.08
53 -175 2.37 1.08
53 -174 2.37 1.08
53 -173 2.369999999 1.080000001
53 -172 2.369999989 1.080000008
53 -171 2.369999936 1.080000062
53 -170 2.369999668 1.080000372
53 -169 2.369998522 1.080001759
53 -168 2.36999426 1.080006795
53 -167 2.369980362 1.080022302
53 -166 2.369940412 1.080066276
53 -165 2.369838781 1.080170854
53 -164 2.369609209 1.080389924
53 -163 2.369148161 1.080802814
53 -162 2.368330657 1.081464884
53 -161 2.36706644 1.082403893
53 -160 2.365390704 1.083595969
53 -159 2.363560944 1.084974693
53 -158 2.36207406 1.086446002
53 -157 2.361545953 1.087921907
53 -156 2.362455862 1.089370565
53 -155 2.364891119 1.09081378
53 -154 2.368619519 1.092300473
53 -153 2.373507019 1.093875759
53 -152 2.380070726 1.095548555
53 -151 2.389715181 1.097261623
53 -150 2.404537142 1.098926736
53 -149 2.426274451 1.100512239
53 -148 2.455162197 1.102075899
53 -147 2.488560526 1.103743167
53 -146 2.518542984 1.105631307
53 -145 2.537683208 1.107779435
53 -144 2.545694214 1.110075608
53 -143 2.546999223 1.112345564
53 -142 2.545672979 1.114441139
53 -141 2.540979982 1.116117212
53 -140 2.530227473 1.117340874
53 -139 2.512965472 1.118297945
53 -138 2.494617473 1.11899648
53 -137 2.479311406 1.119655724
53 -136 2.466706038 1.120198239
53 -135 2.453487318 1.120842806
53 -134 2.437752615 1.121778774
53 -133 2.421100256 1.122827902
53 -132 2.412088313 1.123689969
53 -131 2.431997741 1.12475882
53 -130 2.472690464 1.125676459
53 -129 2.512731701 1.126692802
53 -128 2.54037003 1.12790885
53 -127 2.546404306 1.129354517
53 -126 2.543541724 1.131198806
53 -125 2.554611497 1.133390974
53 -124 2.584743955 1.135481744
53 -123 2.612353642 1.136524133
53 -122 2.609969102 1.136096817
53 -121 2.568562347 1.134516097
53 -120 2.529120478 1.132902777
53 -119 2.506159847 1.132190497
53 -118 2.525749505 1.13282768
53 -117 2.55525568 1.134619397
53 -116 2.575181177 1.137174043
53 -115 2.595 1.140065092
53 -114 2.595 1.143003544
53 -113 2.565 1.145938487
53 -112 2.52 1.149085671
53 -111 2.485 1.152764761
53 -110 2.505 1.157040759
53 -109 2.56 1.161388487
53 -108 2.61 1.164888428
53 -107 2.59 1.166978862
53 -106 2.5 1.168065505
53 -105 2.405 1.16926336
53 -104 2.385 1.171418329
53 -103 2.435 1.174426732
53 -102 2.48 1.177519189
53 -101 2.445 1.18004905
53 -100 2.385 1.181913524
53 -99 2.37 1.183322018
53 -98 2.395 1.184287975
53 -97 2.36 1.184710665
53 -96 2.29 1.184875807
53 -95 2.275 1.185782046
53 -94 2.335 1.187801762
53 -93 2.405 1.190794845
53 -92 2.425 1.194274975
53 -91 2.41 1.197496063
53 -90 2.405 1.199568798
53 -89 2.38 1.199803801
53 -88 2.295 1.198239278
53 -87 2.16 1.195870527
53 -86 2.065 1.1942492
53 -85 2.035 1.194618008
53 -84 2.08 1.19717207
53 -83 2.175 1.200980411
53 -82 2.255 1.204593669
53 -81 2.24 1.20688363
53 -80 2.155 1.20754882
53 -79 2.12 1.206980258
53 -78 2.15 1.205680804
53 -77 2.145 1.20377384
53 -76 2.1 1.200951896
53 -75 2.105 1.196743261
53 -74 2.13 1.190812058
53 -73 2.085 1.183226276
53 -72 1.98 1.174676387
53 -71 1.905 1.166391781
53 -70 1.875 1.160908752
53 -69 1.89 1.158741651
53 -68 1.935 1.159374001
53 -67 1.99 1.161546346
53 -66 2.05 1.163813612
53 -65 2.075 1.164936832
53 -64 2.065 1.164365825
53 -63 2.045 1.162186538
53 -62 2 1.159007615
53 -61 1.94 1.155584402
53 -60 1.91 1.15277585
53 -59 1.92 1.151288506
53 -58 1.94 1.151499221
53 -57 1.975 1.153016361
53 -56 2.01 1.154848109
53 -55 2.03 1.155739455
53 -54 2.01 1.15516958
53 -53 1.97 1.153596392
53 -52 1.935 1.152252611
53 -51 1.935 1.152041896
53 -50 1.975 1.15292805
53 -49 2.025 1.153988076
53 -48 2.045 1.154241443
53 -47 2.015 1.153378453
53 -46 1.975 1.151768785
53 -45 1.965 1.149875823
53 -44 1.975 1.14772006
53 -43 1.975 1.145051959
53 -42 1.94 1.141937773
53 -41 1.915 1.138939691
53 -40 1.935 1.136614811
53 -39 1.985 1.134894643
53 -38 2.025 1.133228876
53 -37 2.02 1.131138954
53 -36 2 1.128699847
53 -35 2 1.126158596
53 -34 1.99 1.123719284
53 -33 1.98 1.121223153
53 -32 1.96 1.118588885
53 -31 1.96 1.115661016
53 -30 1.97 1.112445997
53 -29 1.95 1.108873129
53 -28 1.9 1.105022095
53 -27 1.86 1.101129529
53 -26 1.825 1.097266857
53 -25 1.795 1.093525383
53 -24 1.775 1.090012515
53 -23 1.765 1.08683638
53 -22 1.765 1.084074996
53 -21 1.745 1.08175928
53 -20 1.695 1.079878916
53 -19 1.635 1.078394296
53 -18 1.585 1.07725292
53 -17 1.55 1.076401046
53 -16 1.52 1.075787337
53 -15 1.495 1.075360518
53 -14 1.475 1.075065322
53 -13 1.445 1.074841466
53 -12 1.433775428 1.074628525
53 -11 1.416138245 1.074375234
53 -10 1.412589592 1.073836854
53 -9 1.412220835 1.073297585
53 -8 1.393573584 1.072751776
53 -7 1.37285013 1.072145912
53 -6 1.366318044 1.071462626
53 -5 1.362341492 1.070797867
53 -4 1.359194208 1.070303779
53 -3 1.356156583 1.070137614
53 -2 1.353376859 1.070413641
53 -1 1.350313319 1.07110173
53 0 1.346489473 1.071953645
54 -200 2.37 1.08
54 -199 2.37 1.08
54 -198 2.37 1.08
54 -197 2.37 1.08
54 -196 2.37 1.08
54 -195 2.37 1.08
54 -194 2.37 1.08
54 -193 2.37 1.08
54 -192 2.37 1.08
54 -191 2.37 1.08
54 -190 2.37 1.08
54 -189 2.37 1.08
54 -188 2.37 1.08
54 -187 2.37 1.08
54 -186 2.37 1.08
54 -185 2.37 1.08
54 -184 2.37 1.08
54 -183 2.37 1.08
54 -182 2.37 1.08
54 -181 2.37 1.08
54 -180 2.37 1.08
54 -179 2.37 1.08
54 -178 2.37 1.08
54 -177 2.37 1.08
54 -176 2.37 1.08
54 -175 2.37 1.08
54 -174 2.37 1.08
54 -173 2.369999998 1.08
54 -172 2.369999988 1.080000006
54 -171 2.369999926 1.080000047
54 -170 2.369999625 1.080000292
54 -169 2.369998356 1.080001422
54 -168 2.369993691 1.080005629
54 -167 2.36997863 1.080018974
54 -166 2.369935684 1.080055695
54 -165 2.369827159 1.080146653
54 -164 2.369583419 1.080349023
54 -163 2.369096912 1.080739035
54 -162 2.368239345 1.08138187
54 -161 2.366918713 1.08231402
54 -160 2.365174172 1.083516156
54 -159 2.363274864 1.084918914
54 -158 2.361748245 1.086417309
54 -157 2.361229657 1.087907948
54 -156 2.362194413 1.089359604
54 -155 2.364765433 1.090801
54 -154 2.368682398 1.092282069
54 -153 2.373800906 1.093853278
54 -152 2.380647808 1.095520889
54 -151 2.390685967 1.097234664
54 -150 2.405805028 1.098902754
54 -149 2.427731084 1.100491188
54 -148 2.456710313 1.102061149
54 -147 2.489628812 1.103744901
54 -146 2.518982807 1.105658413
54 -145 2.537983316 1.107826674
54 -144 2.545851691 1.110124881
54 -143 2.547200079 1.112401231
54 -142 2.545885773 1.114504945
54 -141 2.541629268 1.116201866
54 -140 2.531385173 1.117457666
54 -139 2.514998988 1.118371204
54 -138 2.49639969 1.119050663
54 -137 2.480046211 1.119692537
54 -136 2.466511697 1.120269688
54 -135 2.453245815 1.121102929
54 -134 2.437634857 1.122045454
54 -133 2.421636067 1.123212818
54 -132 2.412896976 1.124267461
54 -131 2.432445125 1.125140993
54 -130 2.474299614 1.126089838
54 -129 2.51386757 1.127414855
54 -128 2.54110941 1.12842774
54 -127 2.548119791 1.129650246
54 -126 2.545619518 1.131314364
54 -125 2.556797587 1.13338393
54 -124 2.585584107 1.135432664
54 -123 2.612591086 1.136531332
54 -122 2.610802015 1.136203074
54 -121 2.56841803 1.134725037
54 -120 2.526241818 1.133194811
54 -119 2.50180017 1.132580355
54 -118 2.521561717 1.13333431
54 -117 2.551300885 1.135240563
54 -116 2.570927393 1.137870332
54 -115 2.590258537 1.140778718
54 -114 2.590167008 1.143684508
54 -113 2.56 1.146557635
54 -112 2.51 1.1496571
54 -111 2.48 1.153351488
54 -110 2.5 1.157715723
54 -109 2.56 1.162175718
54 -108 2.61 1.165732238
54 -107 2.59 1.167760196
54 -106 2.5 1.168658824
54 -105 2.4 1.169604125
54 -104 2.38 1.171537714
54 -103 2.43 1.174419948
54 -102 2.48 1.177486217
54 -101 2.45 1.180045744
54 -100 2.39 1.181926014
54 -99 2.37 1.183322216
54 -98 2.4 1.184279964
54 -97 2.36 1.184728215
54 -96 2.29 1.184939427
54 -95 2.27 1.185871002
54 -94 2.34 1.187764865
54 -93 2.41 1.190534784
54 -92 2.43 1.193747874
54 -91 2.41 1.196709017
54 -90 2.41 1.19854081
54 -89 2.39 1.198531639
54 -88 2.3 1.19670455
54 -87 2.16 1.194082113
54 -86 2.06 1.192271897
54 -85 2.03 1.19255428
54 -84 2.07 1.195117364
54 -83 2.18 1.198995673
54 -82 2.27 1.202696456
54 -81 2.25 1.205037869
54 -80 2.16 1.205685446
54 -79 2.12 1.205060166
54 -78 2.15 1.203748853
54 -77 2.15 1.201957419
54 -76 2.1 1.199407178
54 -75 2.11 1.195584197
54 -74 2.14 1.190056709
54 -73 2.09 1.18278103
54 -72 1.98 1.174368623
54 -71 1.9 1.165968501
54 -70 1.87 1.160293036
54 -69 1.88 1.15806125
54 -68 1.93 1.158816337
54 -67 1.99 1.161251947
54 -66 2.05 1.163796926
54 -65 2.08 1.165099418
54 -64 2.07 1.164545431
54 -63 2.05 1.162224433
54 -62 2 1.158814434
54 -61 1.94 1.155169194
54 -60 1.91 1.152253896
54 -59 1.92 1.15081283
54 -58 1.94 1.151190142
54 -57 1.98 1.152873237
54 -56 2.02 1.154746016
54 -55 2.04 1.155481924
54 -54 2.02 1.154609653
54 -53 1.97 1.152714507
54 -52 1.94 1.151158262
54 -51 1.94 1.150885176
54 -50 1.98 1.151810562
54 -49 2.03 1.152920131
54 -48 2.05 1.15317414
54 -47 2.02 1.152256673
54 -46 1.98 1.150576149
54 -45 1.97 1.148633491
54 -44 1.98 1.146470144
54 -43 1.98 1.143838575
54 -42 1.94 1.140817921
54 -41 1.92 1.137981448
54 -40 1.94 1.13587353
54 -39 1.99 1.134356004
54 -38 2.03 1.132795389
54 -37 2.02 1.130678524
54 -36 2 1.128140641
54 -35 2 1.125543524
54 -34 1.99 1.123180259
54 -33 1.98 1.120894175
54 -32 1.96 1.118533533
54 -31 1.96 1.115842113
54 -30 1.97 1.112782688
54 -29 1.95 1.109223671
54 -28 1.9 1.105447094
54 -27 1.86 1.101607194
54 -26 1.82 1.097794981
54 -25 1.79 1.094102136
54 -24 1.77 1.090638269
54 -23 1.76 1.087507764
54 -22 1.76 1.084784273
54 -21 1.74 1.082499741
54 -20 1.69 1.080645366
54 -19 1.63 1.079184012
54 -18 1.58 1.078063318
54 -17 1.55 1.077226377
54 -16 1.52 1.076616882
54 -15 1.49 1.076179456
54 -14 1.47 1.075858352
54 -13 1.44 1.075597631
54 -12 1.43 1.075344254
54 -11 1.408977921 1.075052404
54 -10 1.408407614 1.074684888
54 -9 1.408082869 1.074051998
54 -8 1.387825174 1.07342552
54 -7 1.37221113 1.072739271
54 -6 1.366440364 1.071977096
54 -5 1.362365358 1.071237542
54 -4 1.358798116 1.070682824
54 -3 1.354694445 1.070482317
54 -2 1.350705618 1.070757196
54 -1 1.347064467 1.071478071
54 0 1.343473999 1.07241204
55 -200 2.37 1.08
55 -199 2.37 1.08
55 -198 2.37 1.08
55 -197 2.37 1.08
55 -196 2.37 1.08
55 -195 2.37 1.08
55 -194 2.37 1.08
55 -193 2.37 1.08
55 -192 2.37 1.08
55 -191 2.37 1.08
55 -190 2.37 1.08
55 -189 2.37 1.08
55 -188 2.37 1.08
55 -187 2.37 1.08
55 -186 2.37 1.08
55 -185 2.37 1.08
55 -184 2.37 1.08
55 -183 2.37 1.08
55 -182 2.37 1.08
55 -181 2.37 1.08
55 -180 2.37 1.08
55 -179 2.37 1.08
55 -178 2.37 1.08
55 -177 2.37 1.08
55 -176 2.37 1.08
55 -175 2.37 1.08
55 -174 2.37 1.08
55 -173 2.369999998 1.080000001
55 -172 2.369999986 1.080000007
55 -171 2.369999919 1.080000038
55 -170 2.369999595 1.080000204
55 -169 2.369998246 1.080001026
55 -168 2.36999334 1.080004226
55 -167 2.369977634 1.080014578
55 -166 2.369933165 1.080043075
55 -165 2.369821401 1.08011628
55 -164 2.369571799 1.08029623
55 -163 2.369076919 1.080652904
55 -162 2.368207438 1.081264169
55 -161 2.366869937 1.082179767
55 -160 2.365109032 1.083387947
55 -159 2.363201867 1.084821166
55 -158 2.361673252 1.086356118
55 -157 2.361182814 1.087870448
55 -156 2.362218276 1.08933304
55 -155 2.364868727 1.090772717
55 -154 2.368908027 1.092252045
55 -153 2.374216831 1.093819105
55 -152 2.381334619 1.095476996
55 -151 2.391699451 1.097182771
55 -150 2.407289218 1.098850065
55 -149 2.429511687 1.100441538
55 -148 2.458497555 1.102009383
55 -147 2.491302424 1.10369567
55 -146 2.520265589 1.105619187
55 -145 2.538556508 1.107806875
55 -144 2.546197145 1.110131156
55 -143 2.547247037 1.112444386
55 -142 2.546013554 1.114555155
55 -141 2.542147113 1.116275491
55 -140 2.532254581 1.117544598
55 -139 2.516493521 1.118472662
55 -138 2.498461256 1.119106277
55 -137 2.481544703 1.119733652
55 -136 2.466861697 1.120332861
55 -135 2.452787524 1.121223202
55 -134 2.437568982 1.122404319
55 -133 2.422070092 1.123616992
55 -132 2.414076746 1.124962729
55 -131 2.433150329 1.125824259
55 -130 2.476233936 1.126635224
55 -129 2.515397963 1.127577458
55 -128 2.542097037 1.12866239
55 -127 2.549123463 1.129891079
55 -126 2.547697581 1.131374195
55 -125 2.558248419 1.133325839
55 -124 2.586569483 1.135332629
55 -123 2.612804641 1.136494876
55 -122 2.611157149 1.136279585
55 -121 2.568974569 1.134923232
55 -120 2.523727838 1.133494172
55 -119 2.498305208 1.132990986
55 -118 2.517061473 1.133867499
55 -117 2.54362474 1.13589091
55 -116 2.566624566 1.138599349
55 -115 2.586314499 1.141535351
55 -114 2.585854518 1.144421626
55 -113 2.555228303 1.147244635
55 -112 2.500169192 1.150302641
55 -111 2.47 1.154012895
55 -110 2.49 1.158461219
55 -109 2.555 1.163030199
55 -108 2.605 1.166647447
55 -107 2.59 1.168627653
55 -106 2.5 1.169359906
55 -105 2.4 1.170074095
55 -104 2.37 1.171803058
55 -103 2.425 1.174576795
55 -102 2.48 1.17762503
55 -101 2.455 1.180189776
55 -100 2.39 1.182053573
55 -99 2.375 1.183404658
55 -98 2.4 1.184322948
55 -97 2.36 1.184767245
55 -96 2.29 1.184999922
55 -95 2.275 1.185922134
55 -94 2.345 1.18769562
55 -93 2.415 1.190254542
55 -92 2.435 1.193209712
55 -91 2.415 1.195910768
55 -90 2.415 1.197493299
55 -89 2.4 1.197230329
55 -88 2.305 1.195134741
55 -87 2.16 1.192254926
55 -86 2.055 1.190251022
55 -85 2.025 1.190440634
55 -84 2.07 1.193002461
55 -83 2.175 1.1969368
55 -82 2.275 1.200722723
55 -81 2.26 1.203129872
55 -80 2.165 1.203785912
55 -79 2.12 1.20313531
55 -78 2.15 1.201838728
55 -77 2.15 1.200175371
55 -76 2.105 1.197892878
55 -75 2.11 1.194440475
55 -74 2.145 1.189299924
55 -73 2.1 1.182324288
55 -72 1.985 1.174052095
55 -71 1.9 1.165689302
55 -70 1.865 1.159724369
55 -69 1.88 1.157409027
55 -68 1.925 1.158239185
55 -67 1.99 1.160880009
55 -66 2.055 1.163652208
55 -65 2.085 1.165108417
55 -64 2.075 1.164577414
55 -63 2.055 1.16214805
55 -62 2.005 1.158547236
55 -61 1.945 1.154706012
55 -60 1.91 1.15168546
55 -59 1.92 1.150277559
55 -58 1.945 1.150805837
55 -57 1.985 1.152647482
55 -56 2.025 1.154561371
55 -55 2.05 1.155155902
55 -54 2.025 1.154008386
55 -53 1.975 1.15182897
55 -52 1.94 1.150091269
55 -51 1.945 1.149769798
55 -50 1.985 1.150731048
55 -49 2.04 1.151883089
55 -48 2.055 1.152137124
55 -47 2.025 1.151172325
55 -46 1.985 1.149427039
55 -45 1.975 1.147436742
55 -44 1.985 1.145264679
55 -43 1.98 1.14267566
55 -42 1.94 1.13976283
55 -41 1.92 1.137109306
55 -40 1.94 1.135232825
55 -39 1.995 1.133918301
55 -38 2.03 1.132443966
55 -37 2.025 1.130274705
55 -36 2 1.127617479
55 -35 1.995 1.12496231
55 -34 1.99 1.122686149
55 -33 1.98 1.120629162
55 -32 1.96 1.11855482
55 -31 1.96 1.116101624
55 -30 1.97 1.113181545
55 -29 1.95 1.109609295
55 -28 1.9 1.105855124
55 -27 1.855 1.102038812
55 -26 1.82 1.098255954
55 -25 1.79 1.094600591
55 -24 1.765 1.091179516
55 -23 1.755 1.088089889
55 -22 1.755 1.085400575
55 -21 1.735 1.083141389
55 -20 1.685 1.081304834
55 -19 1.63 1.079855272
55 -18 1.58 1.078741234
55 -17 1.545 1.077905318
55 -16 1.515 1.077289854
55 -15 1.485 1.07683867
55 -14 1.465 1.076497166
55 -13 1.44 1.076212818
55 -12 1.425 1.075936752
55 -11 1.405193654 1.075625635
55 -10 1.404903388 1.075243175
55 -9 1.404334569 1.074760781
55 -8 1.386271573 1.074071138
55 -7 1.373745277 1.073339372
55 -6 1.36939878 1.072544515
55 -5 1.364853782 1.071753053
55 -4 1.357480116 1.071126796
55 -3 1.352083312 1.070856733
55 -2 1.346681158 1.071073262
55 -1 1.341399049 1.071749679
55 0 1.336322626 1.072682915
56 -200 2.37 1.08
56 -199 2.37 1.08
56 -198 2.37 1.08
56 -197 2.37 1.08
56 -196 2.37 1.08
56 -195 2.37 1.08
56 -194 2.37 1.08
56 -193 2.37 1.08
56 -192 2.37 1.08
56 -191 2.37 1.08
56 -190 2.37 1.08
56 -189 2.37 1.08
56 -188 2.37 1.08
56 -187 2.37 1.08
56 -186 2.37 1.08
56 -185 2.37 1.08
56 -184 2.37 1.08
56 -183 2.37 1.08
56 -182 2.37 1.08
56 -181 2.37 1.08
56 -180 2.37 1.08
56 -179 2.37 1.08
56 -178 2.37 1.08
56 -177 2.37 1.08
56 -176 2.37 1.08
56 -175 2.37 1.08
56 -174 2.37 1.08
56 -173 2.369999998 1.080000001
56 -172 2.369999986 1.080000006
56 -171 2.369999918 1.080000034
56 -170 2.36999959 1.080000159
56 -169 2.369998231 1.080000714
56 -168 2.369993314 1.080002795
56 -167 2.369977638 1.080010037
56 -166 2.36993339 1.080030825
56 -165 2.369822475 1.080087118
56 -164 2.369574814 1.080236223
56 -163 2.369082972 1.080550287
56 -162 2.368219932 1.081116477
56 -161 2.366897144 1.082000738
56 -160 2.365159402 1.083210136
56 -159 2.363278197 1.084682986
56 -158 2.361789088 1.086265539
56 -157 2.361334321 1.087817889
56 -156 2.36240013 1.089298535
56 -155 2.36511897 1.090739995
56 -154 2.369251445 1.092216179
56 -153 2.374687673 1.093778433
56 -152 2.382036178 1.095431504
56 -151 2.392716922 1.097132841
56 -150 2.40863349 1.098797375
56 -149 2.431231589 1.100386613
56 -148 2.460281551 1.101953354
56 -147 2.492832071 1.103625475
56 -146 2.521632967 1.105537617
56 -145 2.539461308 1.10770248
56 -144 2.54632198 1.110029999
56 -143 2.547312288 1.112419254
56 -142 2.54612492 1.114570879
56 -141 2.542132471 1.116331841
56 -140 2.53298408 1.117624214
56 -139 2.517687641 1.118547966
56 -138 2.499962971 1.119188801
56 -137 2.483224518 1.119769136
56 -136 2.467887642 1.120394414
56 -135 2.452588636 1.121336807
56 -134 2.437434727 1.122655772
56 -133 2.422456077 1.124013684
56 -132 2.415298358 1.125404395
56 -131 2.433880402 1.126470124
56 -130 2.475955192 1.127226435
