X Z V VxVz
45 -144 2.546719355 1.110059703
45 -143 2.54676428 1.112147335
45 -142 2.544806584 1.113927014
45 -141 2.538961319 1.115252708
45 -140 2.526535664 1.11607184
45 -139 2.509437807 1.116674311
45 -138 2.492015149 1.116910513
45 -137 2.477441923 1.116537901
45 -136 2.464691229 1.116157182
45 -135 2.450166606 1.115754958
45 -134 2.429192419 1.115435415
45 -133 2.407798844 1.1153044
45 -132 2.405282925 1.115471409
45 -131 2.433105899 1.116083653
45 -130 2.478658591 1.117304647
45 -129 2.519449812 1.119200976
45 -128 2.538482379 1.121764697
45 -127 2.530198113 1.124877674
45 -126 2.518576799 1.128459155
45 -125 2.530006295 1.132030121
45 -124 2.564186596 1.134927114
45 -123 2.588895536 1.136229632
45 -122 2.591403239 1.135779279
45 -121 2.563744179 1.134057671
45 -120 2.532384757 1.132212735
45 -119 2.519999993 1.131098231
45 -118 2.535 1.131199217
45 -117 2.565 1.132554723
45 -116 2.585 1.1349873
45 -115 2.595 1.138169358
45 -114 2.58 1.141720759
45 -113 2.55 1.145390167
45 -112 2.515 1.149067184
45 -111 2.49 1.152781299
45 -110 2.49 1.156504214
45 -109 2.525 1.160084509
45 -108 2.565 1.163182872
45 -107 2.545 1.165662102
45 -106 2.48 1.16784681
45 -105 2.41 1.170427374
45 -104 2.41 1.173716601
45 -103 2.46 1.177272635
45 -102 2.49 1.180316109
45 -101 2.455 1.182507872
45 -100 2.42 1.184125575
45 -99 2.41 1.185397353
45 -98 2.41 1.186073011
45 -97 2.36 1.185865132
45 -96 2.29 1.185234167
45 -95 2.275 1.185508085
45 -94 2.31 1.187853132
45 -93 2.37 1.192612826
45 -92 2.415 1.198303716
45 -91 2.415 1.203327189
45 -90 2.38 1.206577506
45 -89 2.34 1.207707803
45 -88 2.265 1.207144077
45 -87 2.195 1.206084696
45 -86 2.14 1.205437153
45 -85 2.12 1.205952008
45 -84 2.145 1.207799111
45 -83 2.185 1.210501384
45 -82 2.21 1.213339868
45 -81 2.195 1.215789007
45 -80 2.165 1.217695064
45 -79 2.145 1.218971158
45 -78 2.155 1.219323624
45 -77 2.125 1.217865396
45 -76 2.09 1.213566132
45 -75 2.08 1.20648305
45 -74 2.065 1.197254796
45 -73 2.015 1.187251788
45 -72 1.965 1.178180208
45 -71 1.935 1.171384454
45 -70 1.935 1.167220885
45 -69 1.945 1.165187499
45 -68 1.965 1.164480206
45 -67 1.995 1.164381405
45 -66 2.025 1.164341967
45 -65 2.045 1.163923828
45 -64 2.05 1.163006566
45 -63 2.03 1.1616733
45 -62 1.995 1.160103892
45 -61 1.965 1.158308267
45 -60 1.945 1.156331698
45 -59 1.945 1.15440151
45 -58 1.955 1.153011194
45 -57 1.965 1.152609072
45 -56 1.985 1.153309989
45 -55 1.995 1.154757149
45 -54 1.99 1.156342573
45 -53 1.965 1.157582643
45 -52 1.945 1.158411002
45 -51 1.945 1.159124208
45 -50 1.965 1.160014552
45 -49 2 1.16097827
45 -48 2.01 1.161547555
45 -47 1.99 1.161318843
45 -46 1.96 1.160265681
45 -45 1.95 1.1586338
45 -44 1.95 1.156429934
45 -43 1.95 1.153543097
45 -42 1.93 1.149935881
45 -41 1.91 1.146140703
45 -40 1.92 1.14267494
45 -39 1.955 1.139833891
45 -38 1.985 1.137323286
45 -37 1.99 1.134918707
45 -36 1.98 1.132486567
45 -35 1.98 1.130088363
45 -34 1.97 1.12753976
45 -33 1.96 1.124656959
45 -32 1.94 1.121297865
45 -31 1.94 1.117557936
45 -30 1.945 1.11341185
45 -29 1.925 1.108865725
45 -28 1.885 1.103841069
45 -27 1.835 1.098595236
45 -26 1.805 1.093363093
45 -25 1.785 1.088559809
45 -24 1.775 1.084300863
45 -23 1.78 1.08075263
45 -22 1.8 1.0778664
45 -21 1.8 1.075559235
45 -20 1.765 1.073620548
45 -19 1.705 1.071893594
45 -18 1.645 1.070266617
45 -17 1.595 1.068753803
45 -16 1.56 1.067479256
45 -15 1.532456935 1.066587088
45 -14 1.51187073 1.066156519
45 -13 1.489851899 1.066158345
45 -12 1.471607655 1.066326902
45 -11 1.457718092 1.066636647
45 -10 1.453208477 1.067097676
45 -9 1.445613396 1.06758514
45 -8 1.43099745 1.067963512
45 -7 1.414543369 1.068165506
45 -6 1.39954528 1.068190949
45 -5 1.386125383 1.068125764
45 -4 1.374256064 1.068087979
45 -3 1.367166952 1.068146969
45 -2 1.358758297 1.068291269
45 -1 1.350966247 1.068454993
45 0 1.345139246 1.068557815
46 -200 2.37 1.08
46 -199 2.37 1.08
46 -198 2.37 1.08
46 -197 2.37 1.08
46 -196 2.37 1.08
46 -195 2.37 1.08
46 -194 2.37 1.08
46 -193 2.37 1.08
46 -192 2.37 1.08
46 -191 2.37 1.08
46 -190 2.37 1.08
46 -189 2.37 1.08
46 -188 2.37 1.08
46 -187 2.37 1.08
46 -186 2.37 1.08
46 -185 2.37 1.08
46 -184 2.37 1.08
46 -183 2.37 1.08
46 -182 2.37 1.08
46 -181 2.37 1.08
46 -180 2.37 1.08
46 -179 2.37 1.08
46 -178 2.37 1.08
46 -177 2.37 1.08
46 -176 2.37 1.08
46 -175 2.37 1.08
46 -174 2.37 1.08
46 -173 2.37 1.080000003
46 -172 2.369999999 1.080000028
46 -171 2.369999992 1.080000171
46 -170 2.369999955 1.080000849
46 -169 2.369999784 1.080003483
46 -168 2.369999105 1.08001276
46 -167 2.369996771 1.080039301
46 -166 2.369989731 1.080102979
46 -165 2.369971029 1.080239133
46 -164 2.369927268 1.080503536
46 -163 2.369837178 1.080946009
46 -162 2.369674578 1.081606026
46 -161 2.369420291 1.082517467
46 -160 2.369084586 1.083658727
46 -159 2.368733831 1.084967605
46 -158 2.368502812 1.086384295
46 -157 2.368571932 1.087834376
46 -156 2.369114288 1.089285596
46 -155 2.370260525 1.090739746
46 -154 2.372175374 1.092227556
46 -153 2.375292981 1.093784696
46 -152 2.380636691 1.095439629
46 -151 2.389981403 1.097132658
46 -150 2.405615641 1.098774415
46 -149 2.429517983 1.100320825
46 -148 2.461499542 1.101831686
46 -147 2.496460594 1.103440556
46 -146 2.525644737 1.105352064
46 -145 2.541726391 1.107661
46 -144 2.546750948 1.110071664
46 -143 2.546684028 1.11223701
46 -142 2.544586284 1.114177571
46 -141 2.538550371 1.115569215
46 -140 2.526269937 1.116512374
46 -139 2.509323483 1.11713324
46 -138 2.492618951 1.117518601
46 -137 2.478437031 1.117361593
46 -136 2.466009016 1.117039916
46 -135 2.451568991 1.116699421
46 -134 2.431929163 1.116446851
46 -133 2.409116772 1.116372088
46 -132 2.406191404 1.116567428
46 -131 2.432042226 1.117171755
46 -130 2.476020554 1.118342872
46 -129 2.516393989 1.120146801
46 -128 2.538003535 1.122572436
46 -127 2.532481628 1.125511849
46 -126 2.521855926 1.128908634
46 -125 2.534464181 1.132312411
46 -124 2.569794843 1.135074737
46 -123 2.594559627 1.13626673
46 -122 2.595026813 1.135735779
46 -121 2.566968035 1.133968357
46 -120 2.536520426 1.132124166
46 -119 2.52 1.131029406
46 -118 2.54 1.131140266
46 -117 2.57 1.132466256
46 -116 2.59 1.134829572
46 -115 2.6 1.137913009
46 -114 2.59 1.141356225
46 -113 2.56 1.144926754
46 -112 2.52 1.148551999
46 -111 2.5 1.152262968
46 -110 2.5 1.156046692
46 -109 2.53 1.159713642
46 -108 2.57 1.162872393
46 -107 2.55 1.165357279
46 -106 2.48 1.167515434
46 -105 2.41 1.170071627
46 -104 2.41 1.173361818
46 -103 2.46 1.176941481
46 -102 2.49 1.18001318
46 -101 2.45 1.18221375
