X  Z  V  Vxz
0  -156  2.438434983  1.048260501
1  -156  2.438804072  1.048144391
2  -156  2.437529142  1.048081844
3  -156  2.437015667  1.048100736
4  -156  2.436747519  1.048188143
5  -156  2.436308359  1.048260498
6  -156  2.435830337  1.048261232
7  -156  2.43575327  1.048262566
8  -156  2.43573526  1.048263049
9  -156  2.435641989  1.048085647
10  -156  2.435391997  1.048115568
11  -156  2.43534802  1.048263612
12  -156  2.435358316  1.048262404
13  -156  2.434636514  1.048229933
14  -156  2.433732772  1.048234333
15  -156  2.434619155  1.048233207
16  -156  2.434216562  1.04822803
17  -156  2.436460359  1.048221813
18  -156  2.435878252  1.048087282
19  -156  2.433549332  1.048090965
20  -156  2.435468058  1.048084067
21  -156  2.429880228  1.048243909
22  -156  2.417955031  1.048244358
23  -156  2.411287483  1.048245816
24  -156  2.418328324  1.048228089
25  -156  2.415246485  1.048062307
26  -156  2.414186091  1.048074237
27  -156  2.414471936  1.048074233
28  -156  2.411053928  1.048060915
29  -156  2.414390408  1.04804582
30  -156  2.412028797  1.04799102
31  -156  2.409109825  1.047947931
32  -156  2.409866416  1.048067106
33  -156  2.412739328  1.048074906
34  -156  2.409988048  1.048065826
35  -156  2.409638782  1.048062306
36  -156  2.411145494  1.048060527
37  -156  2.411481572  1.048060083
38  -156  2.411316568  1.048060431
39  -156  2.410066096  1.04805775
40  -156  2.412142076  1.048061657
0  -155  2.438664186  1.048260233
1  -155  2.43845038  1.048258348
2  -155  2.438024916  1.048259758
3  -155  2.437451712  1.048258216
4  -155  2.435564067  1.048260157
5  -155  2.435308566  1.048260772
6  -155  2.434856031  1.048262131
7  -155  2.434837594  1.04826304
8  -155  2.435675472  1.048261373
9  -155  2.435533992  1.048262533
10  -155  2.435539225  1.04826292
11  -155  2.43542518  1.048259587
12  -155  2.435334116  1.048253117
13  -155  2.435318455  1.048260913
14  -155  2.434067468  1.048231296
15  -155  2.435117906  1.048209454
16  -155  2.436770359  1.048209168
17  -155  2.436317171  1.048209974
18  -155  2.435960367  1.048209256
19  -155  2.434248669  1.048230485
20  -155  2.435670979  1.048233044
21  -155  2.43555223  1.048222803
22  -155  2.42543959  1.048224844
23  -155  2.418018814  1.048224828
24  -155  2.425756145  1.048183217
25  -155  2.418251105  1.048189419
26  -155  2.414998646  1.048187143
27  -155  2.412260575  1.048184284
28  -155  2.41189596  1.04818471
29  -155  2.412109845  1.048129149
30  -155  2.412052189  1.048089776
31  -155  2.416053993  1.047929032
32  -155  2.412068634  1.047893123
33  -155  2.421829512  1.048100656
34  -155  2.419312539  1.048060998
35  -155  2.425267179  1.048061906
36  -155  2.424179937  1.048061432
37  -155  2.425314909  1.048059478
38  -155  2.426221868  1.048058687
39  -155  2.426404918  1.04803608
40  -155  2.426359901  1.048017815
0  -154  2.437992783  1.048258598
1  -154  2.438557956  1.048259268
2  -154  2.437755002  1.048257391
3  -154  2.437382626  1.048256487
4  -154  2.437001647  1.048258292
5  -154  2.436486059  1.048259845
6  -154  2.436055787  1.048262624
7  -154  2.435985854  1.048263575
8  -154  2.435904322  1.048261075
9  -154  2.435652399  1.048263045
10  -154  2.435453119  1.048262458
11  -154  2.435511353  1.0482462
12  -154  2.435305954  1.048225103
13  -154  2.434406762  1.048200342
14  -154  2.434321567  1.048240336
15  -154  2.435351096  1.048217564
16  -154  2.436875002  1.048207527
17  -154  2.435888257  1.048204467
18  -154  2.435827724  1.048191153
19  -154  2.434901968  1.04821589
20  -154  2.436137125  1.04818159
21  -154  2.436172606  1.048170045
22  -154  2.433952353  1.048177827
23  -154  2.427961849  1.048174702
24  -154  2.423997286  1.048128377
25  -154  2.428149369  1.048081931
26  -154  2.424121388  1.048055952
27  -154  2.422157319  1.048047767
28  -154  2.420420676  1.048056266
29  -154  2.421766011  1.048078775
30  -154  2.428853645  1.047727317
31  -154  2.429853027  1.047637832
32  -154  2.431389324  1.047666547
33  -154  2.432674366  1.04796705
34  -154  2.432316983  1.04792158
35  -154  2.433187861  1.048029415
36  -154  2.434070494  1.048048801
37  -154  2.433957369  1.047895595
38  -154  2.433985189  1.04791629
39  -154  2.434431408  1.047922766
40  -154  2.434253612  1.047913194
0  -153  2.4351888  1.048260088
1  -153  2.439420869  1.048257981
2  -153  2.436963111  1.048259627
3  -153  2.436096024  1.04825876
4  -153  2.436110644  1.048259784
5  -153  2.435863022  1.048260845
6  -153  2.435265334  1.048263169
7  -153  2.435170386  1.048265225
8  -153  2.435311569  1.048261873
9  -153  2.435615901  1.048264078
10  -153  2.435238818  1.048266214
11  -153  2.435532846  1.048266876
12  -153  2.435455753  1.04822355
13  -153  2.434820373  1.04819659
14  -153  2.434474566  1.048176893
15  -153  2.43644065  1.048222437
16  -153  2.435907725  1.04819905
17  -153  2.436027383  1.048187029
18  -153  2.4359438  1.048228203
19  -153  2.435730558  1.048190848
20  -153  2.436220583  1.048070031
21  -153  2.436470255  1.04811502
22  -153  2.4364369  1.048049785
23  -153  2.435764524  1.048016533
24  -153  2.438234371  1.048007068
25  -153  2.438777905  1.047701667
26  -153  2.438157058  1.047590586
27  -153  2.438707153  1.047611088
28  -153  2.438686504  1.047644164
29  -153  2.437705418  1.047683421
30  -153  2.437721196  1.047720861
31  -153  2.436974626  1.046926859
32  -153  2.436903595  1.04699959
33  -153  2.437170676  1.047843555
34  -153  2.436560126  1.047845559
35  -153  2.436582572  1.047776067
36  -153  2.436571049  1.047684143
37  -153  2.436573883  1.047693279
38  -153  2.436315324  1.047706272
39  -153  2.43626424  1.047738473
40  -153  2.436135129  1.047753893
0  -152  2.436054768  1.048255757
1  -152  2.435526414  1.048259009
2  -152  2.435024992  1.048256859
3  -152  2.4345764  1.048257649
4  -152  2.434194281  1.048259112
5  -152  2.433919032  1.048264725
6  -152  2.43383027  1.048266513
7  -152  2.434003579  1.048271515
8  -152  2.434444675  1.048265516
9  -152  2.435028782  1.048268726
10  -152  2.435556645  1.048274098
11  -152  2.436082035  1.048275507
12  -152  2.435482002  1.048275326
13  -152  2.435166774  1.048266409
14  -152  2.43524662  1.048232021
15  -152  2.435447246  1.048205082
16  -152  2.436007779  1.048235675
17  -152  2.436807829  1.048223081
18  -152  2.43596469  1.048195866
19  -152  2.436199237  1.0481582
20  -152  2.435780426  1.048227304
21  -152  2.435794331  1.048167488
22  -152  2.435355745  1.047581578
23  -152  2.434674168  1.047449008
24  -152  2.434080465  1.04748092
25  -152  2.436041674  1.047521312
26  -152  2.437083034  1.046845704
27  -152  2.43657825  1.046930373
28  -152  2.436208287  1.046956594
29  -152  2.435286025  1.046857788
30  -152  2.435450682  1.047535992
31  -152  2.434749104  1.047973108
32  -152  2.435294086  1.047100249
33  -152  2.434995777  1.048021516
34  -152  2.434897767  1.048113731
35  -152  2.434981906  1.048000503
36  -152  2.434961214  1.047360167
37  -152  2.43490281  1.047383501
38  -152  2.435072592  1.047381182
39  -152  2.435014546  1.047471234
40  -152  2.434969857  1.047480479
0  -151  2.437117757  1.048260143
1  -151  2.436442566  1.048259779
2  -151  2.435794255  1.048257668
3  -151  2.435218416  1.048261483
4  -151  2.434740705  1.048259837
5  -151  2.43440106  1.048259508
6  -151  2.434276917  1.048269875
7  -151  2.434423111  1.048288932
8  -151  2.434820403  1.048292337
9  -151  2.435308489  1.048278306
10  -151  2.435975033  1.048290439
11  -151  2.436026609  1.048289995
12  -151  2.435146327  1.048201749
13  -151  2.435440182  1.048213075
14  -151  2.435702153  1.048214656
15  -151  2.435900947  1.048201511
16  -151  2.437382342  1.048186617
17  -151  2.43592341  1.04795628
18  -151  2.43579198  1.048102958
19  -151  2.436225823  1.04783833
20  -151  2.435334047  1.048122548
21  -151  2.434533277  1.047251647
22  -151  2.436023873  1.046397182
23  -151  2.435250821  1.046648851
24  -151  2.434460468  1.046750037
25  -151  2.433831486  1.046770896
26  -151  2.433777617  1.046624001
27  -151  2.433621904  1.046648282
28  -151  2.434252583  1.045261968
29  -151  2.433440704  1.046494372
30  -151  2.435304505  1.045511358
31  -151  2.43368915  1.045817658
32  -151  2.435235426  1.046043635
33  -151  2.434712465  1.045699823
34  -151  2.434516325  1.045648308
35  -151  2.434630817  1.046478423
36  -151  2.43460266  1.046519495
37  -151  2.434543944  1.046944669
38  -151  2.434708788  1.047102734
39  -151  2.434457174  1.047070338
40  -151  2.434507125  1.046929285
0  -150  2.43852685  1.048274147
1  -150  2.437452671  1.048254282
2  -150  2.436623375  1.048256588
3  -150  2.435934497  1.048251369
4  -150  2.435360031  1.048252223
5  -150  2.434973556  1.048255688
6  -150  2.434832489  1.048270585
7  -150  2.435001126  1.048299985
8  -150  2.43533842  1.048308223
9  -150  2.436432413  1.048328613
10  -150  2.4359589  1.04832936
11  -150  2.435388448  1.048232985
12  -150  2.435434058  1.048104376
13  -150  2.435238295  1.048110694
14  -150  2.435552616  1.04818699
15  -150  2.437648251  1.048172514
16  -150  2.436467853  1.048159039
17  -150  2.436054516  1.048207372
18  -150  2.435913988  1.048196792
19  -150  2.436040071  1.047787431
20  -150  2.434803295  1.047295495
21  -150  2.436772254  1.047106839
22  -150  2.436015632  1.047323893
23  -150  2.434692475  1.047278288
24  -150  2.433752964  1.047211144
25  -150  2.432570286  1.047217187
26  -150  2.430329953  1.047356876
27  -150  2.431731472  1.047722373
28  -150  2.432806126  1.047230225
29  -150  2.434117192  1.04739099
30  -150  2.435796846  1.047749057
31  -150  2.434064337  1.048038152
32  -150  2.43487363  1.048348362
33  -150  2.434644615  1.047841026
34  -150  2.434281416  1.047690856
35  -150  2.434231547  1.047677517
36  -150  2.434243811  1.047931746
37  -150  2.433923421  1.04750704
38  -150  2.433695795  1.047582364
39  -150  2.433583014  1.047850274
40  -150  2.433216828  1.048149622
0  -149  2.440232714  1.048488047
1  -149  2.438827724  1.048252843
2  -149  2.437698784  1.04825055
3  -149  2.43708115  1.048235397
4  -149  2.436538303  1.048286616
5  -149  2.436326443  1.048343054
6  -149  2.436451441  1.048490832
7  -149  2.438963136  1.048191493
8  -149  2.439710267  1.048541611
9  -149  2.436255075  1.048579258
10  -149  2.4353824  1.048859363
11  -149  2.435648728  1.048969997
12  -149  2.435473164  1.049214273
13  -149  2.435497993  1.049214692
14  -149  2.436928591  1.04921235
15  -149  2.43547153  1.048937156
16  -149  2.436026467  1.049099414
17  -149  2.43700442  1.049324846
18  -149  2.435680917  1.049483223
19  -149  2.435456035  1.049483355
20  -149  2.437644779  1.049556545
21  -149  2.43460005  1.049625615
22  -149  2.43376745  1.049814401
23  -149  2.430907984  1.049731583
24  -149  2.433870174  1.049739036
25  -149  2.432744964  1.049915847
26  -149  2.435272781  1.050339646
27  -149  2.43553671  1.049755539
28  -149  2.435567382  1.049955402
29  -149  2.434090301  1.050353175
30  -149  2.433541758  1.050515511
31  -149  2.433877681  1.050857944
32  -149  2.432804469  1.051277178
33  -149  2.433119146  1.050591783
34  -149  2.432746678  1.050402152
35  -149  2.432391899  1.05055569
36  -149  2.432479149  1.050775016
37  -149  2.431445807  1.050193931
38  -149  2.430571903  1.050355443
39  -149  2.42980531  1.050595736
40  -149  2.429545301  1.050905149
0  -148  2.440255399  1.04877408
1  -148  2.440873298  1.048774028
2  -148  2.438657055  1.049331999
3  -148  2.438948987  1.049331841
4  -148  2.439286836  1.049492621
5  -148  2.440146708  1.049392228
6  -148  2.44053029  1.04999429
7  -148  2.438336909  1.050253114
8  -148  2.434620732  1.050477394
9  -148  2.435181572  1.051356651
10  -148  2.435696479  1.05180187
11  -148  2.43642977  1.051926096
12  -148  2.435489094  1.053632318
13  -148  2.435407987  1.054412115
14  -148  2.435016882  1.053765368
15  -148  2.436013012  1.052008744
16  -148  2.437736182  1.052161133
17  -148  2.436145257  1.052371644
18  -148  2.435661815  1.052634296
19  -148  2.437514139  1.052634467
20  -148  2.437036425  1.052844163
21  -148  2.436347877  1.052948765
22  -148  2.435450377  1.053221191
23  -148  2.4345871  1.053099723
24  -148  2.433863895  1.053110655
25  -148  2.43286822  1.053231287
26  -148  2.4335015  1.05361438
27  -148  2.432678364  1.053121914
28  -148  2.431371257  1.053267044
29  -148  2.433406457  1.053624324
30  -148  2.431010154  1.053746935
31  -148  2.431954856  1.054036004
32  -148  2.429428017  1.053721524
33  -148  2.424210917  1.053752921
34  -148  2.426999785  1.053468819
35  -148  2.4267209  1.053719892
36  -148  2.426789486  1.053908659
37  -148  2.425083273  1.053256873
38  -148  2.423552298  1.053485152
39  -148  2.420895763  1.053691414
40  -148  2.42187689  1.053960106
0  -147  2.437625188  1.051200746
1  -147  2.436877529  1.051387492
2  -147  2.436160799  1.051387297
3  -147  2.435524781  1.051387655
4  -147  2.435002821  1.051767971
5  -147  2.434633244  1.052116245
6  -147  2.43448986  1.05269858
7  -147  2.434615358  1.053243571
8  -147  2.434980642  1.053513341
9  -147  2.435410342  1.054585552
10  -147  2.436198577  1.059242833
11  -147  2.435703066  1.060251369
12  -147  2.435468602  1.055306053
13  -147  2.434615174  1.056765867
14  -147  2.435692425  1.056013403
15  -147  2.438074996  1.05683588
16  -147  2.43613686  1.058487526
17  -147  2.437786519  1.0567561
18  -147  2.438950635  1.056464462
19  -147  2.437367383  1.056043175
20  -147  2.436526883  1.057724449
21  -147  2.43570961  1.057223405
22  -147  2.434005912  1.055982244
23  -147  2.433012813  1.05594225
24  -147  2.431430001  1.05594585
25  -147  2.426678818  1.056073668
26  -147  2.436543574  1.056357752
27  -147  2.435760643  1.05595778
28  -147  2.432712811  1.056100183
29  -147  2.42937553  1.056369854
30  -147  2.425442172  1.056507715
31  -147  2.418150093  1.056732674
32  -147  2.42262492  1.057021564
33  -147  2.41691561  1.056444753
34  -147  2.410133492  1.056667865
35  -147  2.414913743  1.056408124
36  -147  2.414459735  1.056607296
37  -147  2.414571389  1.056318615
38  -147  2.411962785  1.056218456
39  -147  2.410535113  1.056421912
40  -147  2.407555188  1.056654239
0  -146  2.439250448  1.058650297
1  -146  2.437914232  1.058085589
2  -146  2.4369946  1.058239
3  -146  2.436263301  1.056994225
4  -146  2.435646699  1.056925209
5  -146  2.435246661  1.060341857
6  -146  2.435107454  1.061614228
7  -146  2.435310711  1.063025971
8  -146  2.435625543  1.058341454
9  -146  2.437252641  1.058943511
10  -146  2.435766556  1.059271175
11  -146  2.436637866  1.057731331
12  -146  2.435449968  1.056996308
13  -146  2.437320756  1.057393798
14  -146  2.437251191  1.057714001
15  -146  2.436497775  1.058310691
16  -146  2.43919205  1.058805059
17  -146  2.440220554  1.059109836
18  -146  2.438092573  1.058536967
19  -146  2.43785704  1.060645957
20  -146  2.432863505  1.058741595
21  -146  2.432084071  1.059012254
22  -146  2.428175769  1.05744461
23  -146  2.434691783  1.057686276
24  -146  2.433834458  1.057960418
25  -146  2.431595025  1.057935745
26  -146  2.431138008  1.058398174
27  -146  2.423206566  1.058721742
28  -146  2.42119993  1.057978907
29  -146  2.41621138  1.058428375
30  -146  2.416616184  1.058743378
31  -146  2.412303716  1.058974852
32  -146  2.40649468  1.05921691
33  -146  2.408890942  1.058521805
34  -146  2.403128768  1.058735779
35  -146  2.397419133  1.059046634
36  -146  2.400457501  1.058821513
37  -146  2.399906871  1.059075982
38  -146  2.400042287  1.05875566
39  -146  2.397138227  1.058689379
40  -146  2.395569204  1.058937552
0  -145  2.441020998  1.059704687
1  -145  2.439560817  1.059367985
2  -145  2.438263904  1.059294925
3  -145  2.437737486  1.058910443
4  -145  2.437253831  1.060893516
5  -145  2.437192985  1.061084487
6  -145  2.437530012  1.060040848
7  -145  2.441894266  1.059358468
8  -145  2.442988324  1.058586365
9  -145  2.435454512  1.059797726
10  -145  2.436322288  1.058627006
11  -145  2.439142061  1.058106604
12  -145  2.439201176  1.058681609
13  -145  2.434908816  1.059106105
14  -145  2.436187325  1.059684685
15  -145  2.439510746  1.060827127
16  -145  2.4443158  1.060807774
17  -145  2.445958145  1.061128288
18  -145  2.439731732  1.0610195
19  -145  2.436921647  1.063626147
20  -145  2.435745029  1.061415368
21  -145  2.434884868  1.06208001
22  -145  2.432573875  1.06020861
23  -145  2.431484442  1.06017663
24  -145  2.429241215  1.060246543
25  -145  2.422203579  1.060240251
26  -145  2.421591781  1.060489928
27  -145  2.4152853  1.060882465
28  -145  2.413672049  1.060263555
29  -145  2.410922215  1.060526565
30  -145  2.408392023  1.060902163
31  -145  2.400597518  1.061109476
32  -145  2.394827288  1.061312211
33  -145  2.390376825  1.060950622
34  -145  2.387979762  1.060851351
35  -145  2.384662628  1.061203431
36  -145  2.385270176  1.061501087
37  -145  2.383084239  1.061274738
38  -145  2.384139809  1.061531656
39  -145  2.382923665  1.06189907
40  -145  2.383002575  1.061145211
0  -144  2.439640993  1.06186981
1  -144  2.441926585  1.061323003
2  -144  2.438972566  1.060776196
3  -144  2.439921235  1.060970007
4  -144  2.440918356  1.060896818
5  -144  2.442517119  1.061166227
6  -144  2.442938061  1.060841291
7  -144  2.435482072  1.060381
8  -144  2.435788017  1.059972877
9  -144  2.437767546  1.059779078
10  -144  2.436893214  1.060675673
11  -144  2.435162832  1.060137034
12  -144  2.436630408  1.060913054
13  -144  2.439516353  1.061277055
14  -144  2.438219632  1.06170745
15  -144  2.440528871  1.062236703
16  -144  2.440560333  1.062650383
17  -144  2.442236189  1.062628462
18  -144  2.444968428  1.06299399
19  -144  2.43386158  1.065041835
20  -144  2.430240445  1.062985078
21  -144  2.429534496  1.062844815
22  -144  2.42417216  1.061937321
23  -144  2.420974352  1.06126783
24  -144  2.416807342  1.061868197
25  -144  2.417549919  1.062241154
26  -144  2.414283509  1.062207588
27  -144  2.415083106  1.062915452
28  -144  2.413672049  1.063687824
29  -144  2.41  1.062273657
30  -144  2.4  1.062987542
31  -144  2.395  1.063725588
32  -144  2.39  1.064110905
33  -144  2.386452316  1.064373723
34  -144  2.384472714  1.063463192
35  -144  2.383677938  1.063998204
36  -144  2.383272012  1.064286315
37  -144  2.382083388  1.064729557
38  -144  2.381641304  1.066535857
39  -144  2.380982059  1.067195364
40  -144  2.380992056  1.066205491
0  -143  2.44141617  1.062664185
1  -143  2.439965631  1.062624532
2  -143  2.438574488  1.062584879
3  -143  2.438112031  1.062314175
4  -143  2.437672366  1.062345259
5  -143  2.437709895  1.062230838
6  -143  2.438182081  1.062270494
7  -143  2.443730434  1.061649151
8  -143  2.445050173  1.061613748
9  -143  2.44454386  1.061837851
10  -143  2.440185318  1.062836522
11  -143  2.442764367  1.062207632
12  -143  2.441541354  1.062903898
13  -143  2.44917189  1.063168649
14  -143  2.445988451  1.063710141
15  -143  2.44472406  1.06429633
16  -143  2.445391199  1.064525949
17  -143  2.450321623  1.064770098
18  -143  2.433933463  1.064348224
19  -143  2.43355503  1.065035941
20  -143  2.438708573  1.064716857
21  -143  2.429954481  1.064276932
22  -143  2.4307665  1.064937398
23  -143  2.428933398  1.064597291
24  -143  2.424029701  1.065379246
25  -143  2.420653961  1.065822421
26  -143  2.416428751  1.066514458
27  -143  2.415175288  1.066917054
28  -143  2.413435306  1.066880821
29  -143  2.41  1.067865678
30  -143  2.4  1.069392637
31  -143  2.39  1.066972743
32  -143  2.38  1.068008198
33  -143  2.38  1.078314916
34  -143  2.38  1.074768183
35  -143  2.379991569  1.071082596
36  -143  2.379979058  1.072709203
37  -143  2.379871415  1.073808217
38  -143  2.379945539  1.073915366
39  -143  2.380010081  1.073694015
40  -143  2.38025087  1.073501302
0  -142  2.4396388  1.065320727
1  -142  2.442488116  1.065183278
2  -142  2.439086557  1.065045829
3  -142  2.440439312  1.064688435
4  -142  2.441847863  1.064273497
5  -142  2.443893694  1.064344681
6  -142  2.444299963  1.064082652
7  -142  2.46372729  1.063586491
8  -142  2.467321781  1.063489914
9  -142  2.463355175  1.063588245
10  -142  2.447955092  1.064521661
11  -142  2.459285007  1.063890974
12  -142  2.451789825  1.064421837
13  -142  2.447768528  1.064631207
14  -142  2.444916313  1.066212265
15  -142  2.443770872  1.065870682
16  -142  2.444260648  1.06581328
17  -142  2.44832641  1.066112229
18  -142  2.45501359  1.066790977
19  -142  2.434140634  1.066528126
20  -142  2.441396604  1.067104997
21  -142  2.450260362  1.067213413
22  -142  2.443648643  1.067780655
23  -142  2.441653474  1.067660157
24  -142  2.434686863  1.067857143
25  -142  2.429980706  1.068333333
26  -142  2.42500543  1.069285714
27  -142  2.419112651  1.070714286
28  -142  2.415278797  1.072380952
29  -142  2.41  1.074047619
30  -142  2.4  1.07547619
31  -142  2.39  1.077121032
32  -142  2.38  1.079009717
33  -142  2.38  1.080005352
34  -142  2.38  1.081378384
35  -142  2.379865234  1.08185896
36  -142  2.37989196  1.081020029
37  -142  2.380162069  1.079857638
38  -142  2.38048099  1.079763461
39  -142  2.381969761  1.079797601
40  -142  2.382515453  1.079626368
0  -141  2.426525347  1.06788126
1  -141  2.429586153  1.068065097
2  -141  2.433502215  1.068248934
3  -141  2.43790837  1.067524731
4  -141  2.442466653  1.067617822
5  -141  2.447479103  1.067275155
6  -141  2.451267817  1.066918788
7  -141  2.455445837  1.066519283
8  -141  2.457866305  1.06697749
9  -141  2.462219999  1.068055966
10  -141  2.465842822  1.067555848
11  -141  2.464357528  1.069053099
12  -141  2.455221981  1.068253372
13  -141  2.450449376  1.070433286
14  -141  2.446964421  1.069760681
15  -141  2.44559175  1.068992585
16  -141  2.446420343  1.064993548
17  -141  2.452137873  1.065277191
18  -141  2.461524218  1.065852953
19  -141  2.471090169  1.067213103
20  -141  2.466094825  1.069631204
21  -141  2.462798089  1.070289584
22  -141  2.46075647  1.07
23  -141  2.456519746  1.07
24  -141  2.449202224  1.070238095
25  -141  2.443705449  1.070714286
26  -141  2.435554081  1.071666667
27  -141  2.429890445  1.073095238
28  -141  2.425278797  1.07452381
29  -141  2.42  1.075952381
30  -141  2.41  1.077619048
31  -141  2.4  1.079285714
32  -141  2.39  1.080714286
33  -141  2.385  1.081666667
34  -141  2.38  1.082424008
35  -141  2.38  1.082619048
36  -141  2.382223448  1.083051984
37  -141  2.383839804  1.083193749
38  -141  2.384818504  1.082962053
39  -141  2.384976644  1.083046043
40  -141  2.384672521  1.083162498
0  -140  2.426993452  1.069743796
1  -140  2.422373309  1.072221959
2  -140  2.424046302  1.073937927
3  -140  2.426738276  1.074570523
4  -140  2.430517007  1.072241937
5  -140  2.434739509  1.073412117
6  -140  2.439153519  1.07367944
7  -140  2.444832265  1.072864368
8  -140  2.449025282  1.07334475
9  -140  2.453369636  1.072616727
10  -140  2.456041349  1.072523632
11  -140  2.462158849  1.072304277
12  -140  2.464220119  1.073061184
13  -140  2.466004675  1.070608323
14  -140  2.47204098  1.069955633
15  -140  2.471559005  1.068864713
16  -140  2.472687472  1.06807851
17  -140  2.474504296  1.067829133
18  -140  2.473346962  1.07
19  -140  2.474840176  1.07054264
20  -140  2.472362696  1.070900798
21  -140  2.470648279  1.070756732
22  -140  2.470084283  1.070129535
23  -140  2.467363098  1.07
24  -140  2.463359837  1.07047619
25  -140  2.459224601  1.071428571
26  -140  2.450236382  1.072619048
27  -140  2.444402408  1.074047619
28  -140  2.438054669  1.075714286
29  -140  2.43  1.077619048
30  -140  2.42  1.079761905
31  -140  2.415  1.081666667
32  -140  2.41  1.083095238
33  -140  2.405  1.084285714
34  -140  2.4  1.085238095
35  -140  2.395  1.085952381
36  -140  2.392570971  1.086428571
37  -140  2.392209342  1.086546727
38  -140  2.392064031  1.086289643
39  -140  2.390414461  1.08639573
40  -140  2.391425727  1.086357274
0  -139  2.467385258  1.079297907
1  -139  2.446161229  1.079372746
2  -139  2.427413466  1.07982569
3  -139  2.420718136  1.079525222
4  -139  2.421898228  1.079644031
5  -139  2.42408198  1.077379479
6  -139  2.427608846  1.076658381
7  -139  2.432438347  1.076492857
8  -139  2.437002109  1.076049566
9  -139  2.443925996  1.075374337
10  -139  2.447901846  1.074832816
11  -139  2.451269739  1.074775084
12  -139  2.454235375  1.076786511
13  -139  2.463040234  1.072799871
14  -139  2.464320976  1.071291161
15  -139  2.466059272  1.072656749
16  -139  2.469079876  1.072409562
17  -139  2.468324241  1.071739978
18  -139  2.470671342  1.071521773
19  -139  2.474316269  1.072098465
20  -139  2.473121846  1.072653603
21  -139  2.475382174  1.072454021
22  -139  2.473722139  1.071195561
23  -139  2.473108517  1.071948413
24  -139  2.471481896  1.072857143
25  -139  2.469087832  1.073809524
26  -139  2.465151267  1.075
27  -139  2.461024937  1.076666667
28  -139  2.457460871  1.078809524
29  -139  2.45  1.080952381
30  -139  2.44  1.083095238
31  -139  2.43  1.085
32  -139  2.42  1.086428571
33  -139  2.415  1.087619048
34  -139  2.41  1.088571429
35  -139  2.405  1.089285714
36  -139  2.4  1.089761905
37  -139  2.4  1.09
38  -139  2.4  1.09
39  -139  2.4  1.089726555
40  -139  2.4  1.089715051
0  -138  2.477835273  1.079681457
1  -138  2.47781698  1.079814327
2  -138  2.477881095  1.07989009
3  -138  2.445384333  1.079899386
4  -138  2.423885031  1.07978996
5  -138  2.418375037  1.078333176
6  -138  2.420726306  1.07852708
7  -138  2.422069965  1.079261829
8  -138  2.425824282  1.079347907
9  -138  2.430205325  1.079158247
10  -138  2.434933303  1.079214071
11  -138  2.443847972  1.079455207
12  -138  2.44799947  1.079450635
13  -138  2.451340437  1.077533596
14  -138  2.454387415  1.075205581
15  -138  2.456541661  1.075015304
16  -138  2.459182191  1.075007773
17  -138  2.461528977  1.075026045
18  -138  2.46918416  1.074432936
19  -138  2.468213372  1.073763421
20  -138  2.471518327  1.073386049
21  -138  2.472650292  1.073448875
22  -138  2.472047777  1.075325
23  -138  2.475474418  1.074967758
24  -138  2.473925026  1.075952381
25  -138  2.474278014  1.076428571
26  -138  2.471794603  1.077380952
27  -138  2.470266672  1.079047619
28  -138  2.467460871  1.081190476
29  -138  2.46  1.083333333
30  -138  2.45  1.085238095
31  -138  2.445  1.086904762
32  -138  2.44  1.088571429
33  -138  2.43  1.09
34  -138  2.42  1.090952381
35  -138  2.42  1.091666667
36  -138  2.42  1.092142857
37  -138  2.415  1.092619048
38  -138  2.41  1.093095238
39  -138  2.41  1.093333333
40  -138  2.41  1.093333333
0  -137  2.478127845  1.079769896
1  -137  2.478153048  1.079692355
2  -137  2.478172876  1.079551171
3  -137  2.47808935  1.079521743
4  -137  2.478174662  1.079594649
5  -137  2.445294458  1.079625625
6  -137  2.419134316  1.079554234
7  -137  2.416841852  1.079458658
8  -137  2.420123714  1.079339341
9  -137  2.422039955  1.079883086
10  -137  2.425845968  1.079902829
11  -137  2.430279351  1.079894066
12  -137  2.435001909  1.079819498
13  -137  2.44084185  1.079980433
14  -137  2.440298708  1.079528069
15  -137  2.444563212  1.079465306
16  -137  2.44793514  1.079490895
17  -137  2.457211705  1.079455453
18  -137  2.459972401  1.078507879
19  -137  2.462201936  1.077207802
20  -137  2.46409476  1.07651573
21  -137  2.46343722  1.076844255
22  -137  2.473005111  1.078629705
23  -137  2.47127395  1.077246677
24  -137  2.471375271  1.079047619
25  -137  2.474655707  1.079047619
26  -137  2.473825745  1.079761905
27  -137  2.473730436  1.081428571
28  -137  2.47  1.083333333
29  -137  2.465  1.085
30  -137  2.46  1.086666667
31  -137  2.455  1.088571429
32  -137  2.45  1.090714286
33  -137  2.445  1.092380952
34  -137  2.44  1.093333333
35  -137  2.435  1.094285714
36  -137  2.43  1.095238095
37  -137  2.425  1.095952381
38  -137  2.42  1.096428571
39  -137  2.42  1.096666667
40  -137  2.42  1.096666667
0  -136  2.476634483  1.080302579
1  -136  2.476631895  1.08046607
2  -136  2.477458665  1.080711234
3  -136  2.475929936  1.080025548
4  -136  2.477231962  1.079899805
5  -136  2.477652461  1.079932546
6  -136  2.476316219  1.079857897
7  -136  2.478014781  1.079543845
8  -136  2.418859179  1.079542289
9  -136  2.416488573  1.079797637
10  -136  2.415718439  1.079818358
11  -136  2.41616388  1.079840023
