Xpr(m)   Z(m)   X(m)  Y(m) V  Vx/zP  QP  
0 -306.23  287042.91 3085784.83 1.53 1 1
0 -306.60  287042.91 3085784.83 1.52 1 1
0 -306.98  287042.91 3085784.83 1.52 1 1
0 -307.29  287042.91 3085784.83 1.53 1 1
0 -307.61  287042.91 3085784.83 1.55 1 1
0 -307.92  287042.91 3085784.83 1.59 1 1
0 -308.23  287042.91 3085784.83 1.64 1 1
0 -308.60  287042.91 3085784.83 1.70 1 1
0 -308.98  287042.91 3085784.83 1.78 1 1
0 -309.29  287042.91 3085784.83 1.90 1 1
0 -309.61  287042.91 3085784.83 2.05 1 1
0 -309.92  287042.91 3085784.83 2.27 1 1
0 -310.23  287042.91 3085784.83 2.55 1 1
0 -310.60  287042.91 3085784.83 2.81 1 1
0 -310.98  287042.91 3085784.83 2.98 1 1
0 -311.29  287042.91 3085784.83 3.07 1 1
0 -311.60  287042.91 3085784.83 3.07 1 1
0 -311.92  287042.91 3085784.83 3.04 1 1
0 -312.23  287042.91 3085784.83 3.05 1 1
0 -312.60  287042.91 3085784.83 3.09 1 1
0 -312.98  287042.91 3085784.83 3.11 1 1
0 -313.29  287042.91 3085784.83 2.97 1 1
0 -313.60  287042.91 3085784.83 2.65 1 1
0 -313.92  287042.91 3085784.83 2.25 1 1
0 -314.23  287042.91 3085784.83 1.91 1 1
0 -314.60  287042.91 3085784.83 1.68 1 1
0 -314.98  287042.91 3085784.83 1.54 1 1
0 -315.29  287042.91 3085784.83 1.47 1 1
0 -315.60  287042.91 3085784.83 1.45 1 1
0 -315.92  287042.91 3085784.83 1.48 1 1
0 -316.23  287042.91 3085784.83 1.54 1 1
0 -316.60  287042.91 3085784.83 1.59 1 1
0 -316.98  287042.91 3085784.83 1.62 1 1
0 -317.29  287042.91 3085784.83 1.60 1 1
0 -317.60  287042.91 3085784.83 1.47 1 1
0 -317.91  287042.91 3085784.83 1.24 1 1
0 -318.23  287042.91 3085784.83 1.00 1 1
0 -318.60  287042.91 3085784.83 0.82 1 1
0 -318.98  287042.91 3085784.83 0.71 1 1
0 -319.27  287042.91 3085784.83 0.68 1 1
0 -319.57  287042.91 3085784.83 0.69 1 1
0 -319.86  287042.91 3085784.83 0.74 1 1
0 -320.15  287042.91 3085784.83 0.81 1 1
0 -320.44  287042.91 3085784.83 0.86 1 1
0 -320.74  287042.91 3085784.83 0.86 1 1
0.50 -260.70  287043.35 3085784.59 2.67 1 1
0.50 -260.95  287043.35 3085784.59 2.67 1 1
0.50 -261.20  287043.35 3085784.59 2.68 1 1
0.50 -261.45  287043.35 3085784.59 2.69 1 1
0.50 -261.71  287043.35 3085784.59 2.70 1 1
0.50 -261.96  287043.35 3085784.59 2.73 1 1
0.50 -262.21  287043.35 3085784.59 2.75 1 1
0.50 -262.46  287043.35 3085784.59 2.78 1 1
0.50 -262.71  287043.35 3085784.59 2.81 1 1
0.50 -262.94  287043.35 3085784.59 2.85 1 1
0.50 -263.16  287043.35 3085784.59 2.89 1 1
0.50 -263.39  287043.35 3085784.59 2.93 1 1
0.50 -263.61  287043.35 3085784.59 2.98 1 1
0.50 -263.86  287043.35 3085784.59 3.02 1 1
0.50 -264.11  287043.35 3085784.59 3.07 1 1
